school,applicant
杜伦大学会计学理学硕士,"广东工业大学, 国际经济与贸易, 已毕业，GPA88.71，雅思7.0，GMAT710"
华威大学国际贸易、策略与运营理学硕士,"长安大学, 会计学, 大四，GPA84.94，无语言成绩"
南安普顿大学商业分析与金融理学硕士,"成都理工大学, 投资学, 已毕业，GPA82.6，雅思7.0，GMAT650"
阿伯丁大学营销管理理学硕士,"西交利物浦大学, 市场营销, 大四，GPA58，免语言成绩"
埃克塞特大学金融与投资理学硕士,"西交利物浦大学, 经济与金融, 已毕业，GPA55.5，无语言成绩"
华威大学国际贸易、策略与运营理学硕士,"中央财经大学, 汉语言, 大四，GPA83，PTE81"
伦敦大学玛丽皇后学院公司财务理学硕士,"西交利物浦大学, 经济与金融, 已毕业，GPA55，无语言成绩"
伦敦大学玛丽皇后学院银行与金融学理学硕士,"西交利物浦大学, 经济与金融, 已毕业，GPA55，无语言成绩"
伦敦大学玛丽皇后学院财富管理理学硕士,"上海海事大学, 财务管理, 大四，GPA86.03，雅思7.5"
格拉斯哥大学全球经济理学硕士,"中南财经政法大学, 经济, 已毕业，GPA82，雅思6.5"
杜伦大学市场营销理学硕士,"山东大学, 工商管理, 大四，GPA84.5，雅思7.0"
格拉斯哥大学国际金融硕士,"北京理工大学, 经济学, 大四，GPA87.1，雅思7.0"
伦敦大学玛丽皇后学院金融学理学硕士,"西南财经大学, 投资学, 一年工作经验，GPA76.88，雅思6.0"
牛津大学经济学哲学硕士,"澳门大学, 经济学, 大四，GPA3.85，托福100，GRE328"
伦敦政治经济学院管理与战略理学硕士,"华东师范大学, 金融学, 大四，GPA91.42，雅思7.0，GMAT720"
南安普顿大学金融与经济理学硕士,"华侨大学, 金融, 大四，GPA91.3，雅思7.0"
华威大学商业与金融理学硕士,"华东理工大学, 财务管理, 大四，GPA87.2，雅思7.0，GMAT710"
格拉斯哥大学经济、国际银行与金融理学硕士,"宁波诺丁汉大学, 国际商务与经济, 大四，GPA67，雅思6.5"
格拉斯哥大学金融经济学理学硕士,"深圳大学, 金融学, 大四，GPA81.9，雅思7.0"
格拉斯哥大学经济、国际银行与金融理学硕士,"北京外国语大学, 工商管理, 三年以上工作经验，GPA86.44，雅思6.5"
南安普顿大学人力资源管理理学硕士,"首都经济贸易大学, 旅游管理, 一年工作经验，GPA87，无语言成绩"
诺丁汉大学市场营销理学硕士,"西交利物浦大学, 市场营销, 大四，GPA58，免语言成绩"
卡迪夫大学国际管理理学硕士,"厦门理工学院, 信息管理与信息系统, 已毕业，GPA80.46，无语言成绩"
华威大学国际商务理学硕士,"中山大学, 旅游管理, 大四，GPA3.7，雅思7.0"
利兹大学人力资源管理文学硕士,"澳门城市大学, 工商管理, 大四，GPA3.07，无语言成绩"
剑桥大学金融与经济学哲学硕士,"美本TOP50, 经济学（辅修应用统计）, 大四，GPA3.87，GRE335"
利兹大学可持续性与商业理学硕士,"厦门理工学院, 信息管理与信息系统, 已毕业，GPA80.46，无语言成绩"
华威大学商务（咨询）理学硕士,"华东理工大学, 财务管理, 大四，GPA87.2，雅思7.0，GMAT710"
南安普顿大学物流与供应链分析理学硕士,"北京工商大学, 物流管理, 已毕业，GPA83.97，无语言成绩"
纽卡斯尔大学国际营销理学硕士,"西交利物浦大学, 市场营销, 大四，GPA58，免语言成绩"
伦敦大学国王学院银行与金融理学硕士,"中国石油大学（北京）, 能源经济, 大四，GPA88.4，雅思6.5"
华威大学国际贸易、策略与运营理学硕士,"北京理工大学, 国际经济与贸易, 已毕业，GPA83.68，免语言成绩"
利物浦大学人力资源管理（英国人力资源协会认证）理学硕士,"天津农学院, 市场营销, 两年工作经验，GPA3.55，无语言成绩"
伦敦大学国王学院银行与金融理学硕士,"中央民族大学, 金融, 大四，GPA89，雅思6.5，GMAT670"
华威大学国际贸易、策略与运营理学硕士,"西交利物浦大学, 国际商务, 大四，GPA3.3，雅思7.0"
伯明翰大学金融经济学理学硕士,"中南财经政法大学, 投资学, 大四，GPA83.97，雅思6.0"
华威大学金融学理学硕士,"香港城市大学, 金融, 大四，GPA3.5，雅思7.0，GMAT690"
伦敦大学学院管理学理学硕士,"香港大学, 会计与金融, 大四，GPA3.3，免语言成绩"
伦敦大学玛丽皇后学院财富管理理学硕士,"中南民族大学, 会计学, 三年以上工作经验，GPA80，无语言成绩"
曼彻斯特大学房地产资产管理理学硕士,"南京财经大学, 信用管理, 大四，GPA82.8，无语言成绩"
曼彻斯特大学金融经济学理学硕士,"中央民族大学, 金融, 大四，GPA89，雅思6.5，GMAT670"
曼彻斯特大学经济学文学硕士,"郑州大学, 经济统计学, 大四，GPA86.34，雅思6.5"
南安普顿大学金融与经济理学硕士,"上海大学, 金融学, 大四，GPA87.53，雅思7.0"
曼彻斯特大学管理与信息系统：改变和发展理学硕士,"北京交通大学, 信息管理与信息系统, 大四，GPA86.9，雅思7.5"
谢菲尔德大学金融与会计理学硕士,"江苏大学, 会计中美, 大四，GPA90，雅思6.5"
曼彻斯特大学经济学文学硕士,"山东大学, 会计, 大四，GPA83，雅思6.5"
约克大学人力资源管理理学硕士,"天津农学院, 市场营销, 两年工作经验，GPA3.55，无语言成绩"
华威大学经济学与国际金融经济学理学硕士,"上海大学, 金融学, 大四，GPA87.53，雅思7.0"
格拉斯哥大学投资银行及金融理学硕士,"中南财经政法大学, 投资学专业, 大四，GPA83，雅思6.0"
格拉斯哥大学金融经济学理学硕士,"中南财经政法大学, 投资学专业, 大四，GPA83，雅思6.0"
曼彻斯特大学经济学理学硕士,"上海大学, 金融学, 大四，GPA92.59，雅思6.5"
南安普顿大学经济学理学硕士,"东南大学, 国际经济与贸易, 三年以上工作经验，GPA82.3，雅思6.5"
曼彻斯特大学数学金融理学硕士,"西交利物浦大学, 金融数学, 大四，GPA85，雅思7.5，GRE323"
考文垂大学金融学商业硕士,"中央财经大学, 金融学（国际金融与公司理财）, 大四，GPA70.91，无语言成绩"
伦敦大学学院管理学理学硕士,"香港中文大学（深圳）, 环球商务管理, 已毕业，GPA3.12，雅思7.0"
伦敦大学学院管理学理学硕士,"纽约大学, Global Liberal Studies, 已毕业，GPA3.61，免语言成绩"
伦敦政治经济学院风险与金融理学硕士,"香港大学, 会计金融, 大四，GPA3.96，托福115，GMAT750"
伦敦大学学院管理学理学硕士,"爱丁堡大学, 国际商务管理, 大四，GPA69，雅思8.0"
华威大学经济学与国际金融经济学理学硕士,"暨南大学, 经济统计, 大四，GPA3.6，雅思6.5"
约克大学人力资源管理理学硕士,"浙江工商大学, 人力资源管理专业, 已毕业，GPA83，朗思High Pass"
伦敦大学学院计算金融学理学硕士,"卡内基梅隆大学, computational finance, 大四，GPA4，GRE331"
南安普顿大学物流与供应链分析理学硕士,"郑州轻工业大学, 物流管理, 大四，GPA90.2，无语言成绩"
布里斯托大学金融与投资理学硕士,"厦门大学, 金融学, 大四，GPA83，雅思6.5"
曼彻斯特大学人力资源管理（国际化发展）理学硕士,"首都经济贸易大学, 旅游管理, 一年工作经验，GPA3.6，无语言成绩"
伦敦大学学院健康经济学和决策科学理学硕士,"四川大学, 金融工程, 已毕业，GPA87，雅思6.5"
华威大学金融学与经济学理学硕士,"北京师范大学-香港浸会大学联合国际学院, 应用经济学, 大四，GPA3.59，雅思7.0"
伦敦大学国王学院金融分析理学硕士,"香港城市大学, 金融, 大四，GPA3.5，雅思7.0，GMAT690"
赫瑞瓦特大学金融与管理理学硕士,"中央财经大学, 大四，GPA70.91，无语言成绩"
格拉斯哥大学管理理学硕士,"吉林大学, 生物制药（商务英语双学位）, 一年工作经验，GPA77.89，雅思7.0"
兰卡斯特大学金融学理学硕士,"北京师范大学珠海分校, 金融学, 大四，GPA83，雅思6.5"
杜伦大学实验经济学理学硕士,"上海师范大学, 金融学, 大四，GPA85，无语言成绩"
利兹大学全球时尚管理文学硕士,"闽江学院, 工商管理, 大四，GPA81.04，无语言成绩"
伦敦大学学院健康信息学理学硕士,"北京交通大学, 信息管理与信息系统, 大四，GPA86，托福99，GRE319"
帝国理工学院金融学与会计理学硕士,"香港大学, 会计金融, 大四，GPA3.96，托福115，GMAT750"
帝国理工学院风险管理与金融工程理学硕士,"西交利物浦大学, 金融数学, 大四，GPA85，雅思7.5，GRE323"
诺丁汉大学人力资源管理与组织理学硕士,"首都经济贸易大学, 旅游管理, 一年工作经验，GPA3.6，无语言成绩"
伦敦大学国王学院国际营销理学硕士,"爱丁堡大学, 国际商务管理, 大四，GPA69，雅思8.0"
南安普顿大学数字战略与信息系统理学硕士,"西蒙弗雷泽大学, 会计与管理信息系统, 大四，GPA3.3，无语言成绩"
伦敦大学玛丽皇后学院公司财务理学硕士,"北京师范大学珠海分校, 金融学, 大四，GPA83，雅思6.0"
伦敦大学玛丽皇后学院银行与金融学理学硕士,"西南财经大学, 电子商务, 两年工作经验，GPA2.57，无语言成绩"
伦敦大学玛丽皇后学院金融学与经济计量学理学硕士,"上海理工大学, 数学, 大四，GPA80.05，托福98"
曼彻斯特大学金融经济学理学硕士,"上海大学, 金融, 大四，GPA92，雅思6.5"
南安普顿大学国际管理理学硕士,"深圳大学, 工商管理, 已毕业，GPA85.9，六级499"
伦敦大学国王学院银行与金融理学硕士,"上海大学, 金融, 大四，GPA92，雅思6.5"
南安普顿大学会计与管理理学硕士,"广东财经大学, 会计学, 大四，GPA3.4，雅思6.0"
南安普顿大学国际管理理学硕士,"广州大学, 工商管理, 大四，GPA83.84，无语言成绩"
南安普顿大学国际银行与金融研究理学硕士,"上海对外经贸大学, 金融学, 大四，GPA81.17，无语言成绩"
伦敦大学国王学院计算金融学理学硕士,"吉林大学, 电子信息科学与技术, 大四，GPA88.01，雅思6.5"
谢菲尔德大学国际商务管理理学硕士,"西南财经大学, 投资学, 一年工作经验，GPA76.88，雅思6.0"
伦敦政治经济学院计量经济学与数理经济学理学硕士,"澳门大学, 经济学, 大四，GPA3.85，雅思7.0"
曼彻斯特大学政治经济学文学硕士,"中央财经大学, 汉语言, 大四，GPA83，PTE81"
诺丁汉大学人力资源管理与组织理学硕士,"江南大学, 工商管理, 大四，GPA81.72，无语言成绩"
约克大学金融学理学硕士,"北京师范大学珠海分校, 金融学, 大四，GPA83，雅思6.0"
曼彻斯特大学政治经济学文学硕士,"首都经济贸易大学, 会计专业, 大四，GPA87，雅思7.0"
利兹大学国际营销管理理学硕士,"犹他州立大学, 国际经济, 大四，GPA3，无语言成绩"
格拉斯哥大学国际会计与财务管理会计硕士,"澳门科技大学, 会计学, 大四，GPA83.5，雅思6.0"
巴斯大学会计与金融学理学硕士,"山东大学, 会计, 大四，GPA83，雅思6.5"
谢菲尔德大学人力资源管理理学硕士,"江南大学, 工商管理, 大四，GPA81.72，无语言成绩"
格拉斯哥大学金融风险管理理学硕士,"上海师范大学, 金融学, 大四，GPA85，无语言成绩"
格拉斯哥大学国际企业金融与银行理学硕士,"澳门科技大学, 金融, 大四，GPA3.34，雅思7.0"
格拉斯哥大学管理理学硕士,"北京理工大学, 会计学, 大四，GPA77.7，雅思7.0"
利兹大学会计与金融理学硕士,"山东大学, 会计, 大四，GPA83，雅思6.5"
利兹大学金融与投资理学硕士,"北京外国语大学, 金融, 大四，GPA83.1，雅思7.0"
伦敦大学玛丽皇后学院公司财务理学硕士,"对外经济贸易大学, 国际贸易, 大四，GPA73，雅思6"
萨塞克斯大学国际管理理学硕士,"电子科技大学中山学院, 主修电子科学与技术 辅修财务管理, 三年以上工作经验，GPA3.47，雅思6.5"
帝国理工学院风险管理与金融工程理学硕士,"澳门大学, 经济学, 大四，GPA3.85，雅思7.0"
纽卡斯尔大学国际财务分析理学硕士,"上海立信会计金融学院, 资产评估, 大四，GPA85，雅思6.5"
南安普顿大学国际管理理学硕士,"西交利物浦大学, 国际商务, 大四，GPA3.3，雅思7.0"
南安普顿大学金融与经济理学硕士,"中南财经政法大学, 经济, 已毕业，GPA82，雅思6.5"
阿伯丁大学金融与投资管理经济学硕士,"广州商学院, 金融, 三年以上工作经验，GPA74.88，无语言成绩"
南安普顿大学风险与金融理学硕士,"北京联合大学, 金融, 大四，GPA89，无语言成绩"
兰卡斯特大学货币、银行与金融理学硕士,"上海对外经贸大学, 金融学, 大四，GPA81.17，无语言成绩"
纽卡斯尔大学定量金融与风险管理理学硕士,"上海理工大学, 数学, 大四，GPA80，托福90"
伦敦大学国王学院经济学与金融硕士,"加州大学戴维斯分校, 管理经济学（环境与资源经济）, 一年工作经验，GPA3.64，免语言成绩，GRE329"
贝尔法斯特女王大学会计与金融理学硕士,"电子科技大学中山学院, 主修电子科学与技术 辅修财务管理, 三年以上工作经验，GPA3.47，雅思6.5"
约克大学商业金融管理理学硕士,"西南财经大学, 电子商务, 两年工作经验，GPA2.57，无语言成绩"
莱斯特大学管理学理学硕士,"电子科技大学中山学院, 主修电子科学与技术 辅修财务管理, 三年以上工作经验，GPA3.47，雅思6.5"
卡迪夫大学市场营销理学硕士,"苏州大学文正学院, 视觉传达设计, 已毕业，GPA84.5，无语言成绩"
格拉斯哥大学国际会计与财务管理会计硕士,"南京师范大学, 会计学, 大四，GPA85.05，雅思7.0"
伦敦大学玛丽皇后学院会计与金融理学硕士,"上海立信会计金融学院, 资产评估, 大四，GPA85，雅思6.5"
伦敦政治经济学院金融与经济理学硕士,"香港中文大学（深圳）, 应用经济学，辅修金融, 大四，GPA3.8，雅思7.0"
卡迪夫大学国际管理理学硕士,"闽江学院, 工商管理, 大四，GPA81.04，无语言成绩"
伯明翰大学金融经济学理学硕士,"上海师范大学, 金融学, 大四，GPA85，无语言成绩"
布里斯托大学管理学理学硕士,"上海体育学院, 体育经济管理, 已毕业，GPA90"
贝尔法斯特女王大学风险与投资管理理学硕士,"徐州工程学院, 经济学, 已毕业，GPA3.25，雅思7"
伦敦商学院管理硕士,"香港大学, marketing&global creative industries, 大四，GPA3.78，雅思8"
诺丁汉大学商业与管理理学硕士,"广东金融学院, 会计ACCA, 大四，GPA3.74，雅思6.5"
布里斯托大学金融与投资理学硕士,"上海对外经贸大学, 金融学, 大四，GPA86.32"
伦敦大学玛丽皇后学院银行与金融学理学硕士,"福州大学, 金融, 三年工作经验，GPA75.28"
诺丁汉大学物流与供应链管理理学硕士,"郑州轻工业大学, 物流管理, 大四，GPA90.2，453"
谢菲尔德大学东亚商务理学硕士,"广州大学, 工商管理, 大四，GPA83.65"
谢菲尔德大学信息系统理学硕士,"西蒙弗雷泽大学, 会计与管理信息系统, 大四，GPA3.3"
南安普顿大学营销管理理学硕士,"澳门科技大学, 市场营销, 大四，GPA3.09，雅思6.5"
南安普顿大学商业分析与金融理学硕士,"北京师范大学珠海分校, 金融数学, 大四，GPA85"
帝国理工学院商务分析理学硕士,"华盛顿大学, Statistics (Data Science), 大四，GPA3.84"
帝国理工学院国际管理理学硕士,"华东师范大学, 工商管理, 大四，GPA87.3，雅思7.5"
约克大学全球营销理学硕士,"苏州大学文正学院, 视觉传达设计, 已毕业，GPA84.5"
华威大学管理学理学硕士,"中山大学, 西班牙语, 已毕业，GPA3.8，雅思7"
谢菲尔德大学管理学理学硕士,"吉林大学, 生物制药（商务英语双学位）, 一年工作经验，GPA77.89，雅思7"
布里斯托大学管理学理学硕士（市场营销 ）,"江苏大学, 会计（中外合作）, 大四，GPA91，雅思7"
伦敦大学学院比较商务经济学文学硕士,"杜伦大学, 金融, 大四，GPA77.08"
伦敦大学玛丽皇后学院银行与金融学理学硕士,"上海对外经贸大学, 金融, 大四，GPA81.17"
伦敦政治经济学院风险与金融理学硕士,"南京大学, 金融, 大四，GPA90，托福105"
曼彻斯特大学组织变革与发展理学硕士,"深圳大学, 工商管理, 已毕业，GPA85.9，499"
布里斯托大学会计、金融和管理理学硕士,"澳门科技大学, 会计学, 大四，GPA83.5，雅思:6.0"
布里斯托大学会计、金融和管理理学硕士,"上海对外经贸大学, 审计学 （注册会计师方向）, 两年工作经验，GPA86.65，雅思7"
利兹大学管理咨询理学硕士,"深圳大学, 工商管理, 已毕业，GPA85.9，499"
埃克塞特大学金融与投资理学硕士,"上海对外经贸大学, 金融, 大四，GPA81.17"
格拉斯哥大学经济、国际银行与金融理学硕士,"上海外国语大学, 朝鲜(韩国)语, 一年工作经验，GPA88，雅思7.0"
华威大学商务（咨询）理学硕士,"西交利物浦大学, 会计与金融, 大四，GPA79，雅思7"
伦敦大学国王学院计算金融学理学硕士,"香港理工大学, 工业与系统工程, 大四，GPA3.55"
伯明翰大学人力资源管理理学硕士,"澳门城市大学, 工商管理, 大四，GPA3.07"
谢菲尔德大学金融学理学硕士,"上海师范大学, 金融学, 大四，GPA85"
布里斯托大学管理学理学硕士,"香港中文大学, 中文, 大四，GPA3.31"
莱斯特大学市场营销理学硕士,"苏州大学文正学院, 视觉传达设计, 已毕业，GPA84.5"
格拉斯哥大学经济、国际银行与金融理学硕士,"北京工商大学, 金工+商业与金融经济学, 大四，GPA88.65"
格拉斯哥大学定量金融学理学硕士,"北京工商大学, 金工+商业与金融经济学, 大四，GPA88.65"
卡迪夫大学可持续供应链管理理学硕士,"广东金融学院, 国际经济与贸易, 大四，GPA80.07，499"
格拉斯哥大学全球经济理学硕士,"天津商业大学, 国际经济与贸易, 大四，GPA86.02，雅思5.5"
伦敦大学国王学院新兴经济体与国际发展理学硕士,"北京联合大学, 会计, 大四，GPA88.1，雅思6.5"
布里斯托大学管理学理学硕士（市场营销 ）,"南京财经大学, 工商管理, 一年工作经验，GPA80.5"
布里斯托大学金融与投资理学硕士,"四川大学, 食品科学与工程（辅修金融）, 两年工作经验，GPA84.7"
布里斯托大学金融与投资理学硕士,"北京工商大学, 金工+商业与金融经济学, 大四，GPA88.65"
南安普顿大学金融学理学硕士,"北京工商大学, 金工+商业与金融经济学, 大四，GPA88.65"
南安普顿大学金融与经济理学硕士,"上海对外经贸大学, 金融, 大四，GPA81.17"
南安普顿大学金融与经济理学硕士,"上海师范大学, 金融学, 大四，GPA84"
南安普顿大学数字化营销理学硕士,"南京财经大学, 工商管理, 一年工作经验，GPA80.5"
雷丁大学营销（国际营销）理学硕士,"苏州大学文正学院, 视觉传达设计, 已毕业，GPA84.5"
克兰菲尔德大学物流与供应链管理理学硕士,"郑州轻工业大学, 物流管理, 大四，GPA90.2，453"
华威大学供应链与物流管理理学硕士,"澳门科技大学, 供应链, 大四，GPA3.52"
南安普顿大学金融学理学硕士,"四川大学, 食品科学与工程（辅修金融）, 两年工作经验，GPA84.7"
华威大学国际商务理学硕士,"南开大学, 旅游管理, 大四，GPA86.18"
埃克塞特大学金融技术理学硕士,"福州大学, 金融, 三年工作经验，GPA75.28"
华威大学管理学理学硕士,"南开大学, 旅游管理, 大四，GPA86.18"
利兹大学可持续性与商业理学硕士,"闽江学院, 工商管理, 大四，GPA81"
爱丁堡大学金融学理学硕士,"武汉理工大学, 金融, 大四，GPA91.25，雅思7.5（6.5）"
曼彻斯特大学组织变革与发展理学硕士,"江西师范大学, 环境设计（辅修工程管理）, 三年以上工作经验，GPA84.6"
萨里大学国际旅游管理理学硕士,"浙江工商大学, 旅游管理, 1年工作经验，GPA83.37"
南安普顿大学会计与管理理学硕士,"北京理工大学, 会计学, 大四，GPA77"
诺丁汉大学金融与计算数学理学硕士,"北京师范大学珠海分校, 金融数学, 大四，GPA85"
布里斯托大学会计、金融和管理理学硕士,"华东理工大学, 财务管理, 大四，GPA87.2，雅思7"
巴斯大学金融与银行理学硕士,"南京财经大学, 信用管理, 大四，GPA82.8"
格拉斯哥大学国际金融硕士,"北京师范大学, 金融, 一年工作经验，GPA79，雅思6.5"
南安普顿大学数字战略与信息系统理学硕士,"东北财经大学, 信息管理与信息系统, 大四，GPA86.83，雅思7.0"
南安普顿大学金融与经济理学硕士,"天津商业大学, 国际经济与贸易, 大四，GPA86.02，雅思5.5"
格拉斯哥大学金融科技理学硕士,"山东财经大学, 金融工程, 已毕业，GPA91.12，雅思:6.5(L:8.0/R:6.0/W:6.0/S:5.0) 托福:，GRE: GMAT:"
诺丁汉大学风险管理理学硕士,"北京联合大学, 金融学, 大四，GPA89.34，雅思:6.0(L:5.0/R:6.0/W:7.0/S:5.5)"
卡迪夫大学市场营销理学硕士,"上海海洋大学, 英语, 一年工作经验，GPA82.88"
布里斯托大学商业分析理学硕士,"西南财经大学, 国际商务, 大四，GPA87，雅思7"
布里斯托大学金融与投资理学硕士,"天津大学, 金融, 大四，GPA3.09"
布里斯托大学会计、金融和管理理学硕士,"江苏大学, 会计, 大四，GPA91.7，雅思5.5"
布里斯托大学管理学理学硕士（市场营销 ）,"江苏大学, 会计, 大四，GPA91.7，雅思5.5"
帝国理工学院风险管理与金融工程理学硕士,"卡内基梅隆大学, computational finance, 大三，GPA4，GRE331"
卡迪夫大学商业管理理学硕士,"上海海洋大学, 英语, 一年工作经验，GPA82.88"
帝国理工学院金融学与会计理学硕士,"麦克马斯特大学, 会计, 大四，GPA11.4"
杜伦大学人力资源管理理学硕士,"南开大学, 旅游管理, 大四，GPA86.18"
纽卡斯尔大学国际营销理学硕士,"上海海洋大学, 英语, 一年工作经验，GPA82.88"
纽卡斯尔大学国际商务管理理学硕士,"上海海洋大学, 英语, 一年工作经验，GPA82.88"
埃克塞特大学国际商务理学硕士,"上海海洋大学, 英语, 一年工作经验，GPA82.88"
格拉斯哥大学金融和管理理学硕士,"江苏大学, 会计, 大四，GPA91.7，雅思5.5"
伯明翰大学健康经济学与卫生政策理学硕士,"北京联合大学, 会计, 大四，GPA88.1，雅思6.5"
格拉斯哥大学人力资源管理理学硕士,"广东工业大学, 工商管理, 大四，GPA89.45，雅思7"
约克大学管理学理学硕士,"上海海洋大学, 英语, 一年工作经验，GPA82.88"
布里斯托大学管理学理学硕士（国际人力资源管理）,"广东工业大学, 工商管理, 大四，GPA89.45，雅思7"
兰卡斯特大学高级营销管理理学硕士,"澳门科技大学, 市场营销, 大四，GPA3.09"
布里斯托大学金融与投资理学硕士,"山东财经大学, 金融工程, 已毕业，GPA91.12"
布里斯托大学管理学理学硕士,"南开大学, 旅游管理, 大四，GPA86.18"
雷丁大学金融风险管理理学硕士,"徐州工程学院, 经济学, 研三，GPA3.25"
卡迪夫大学金融学理学硕士,"徐州工程学院, 经济学, 已毕业，GPA3.25，雅思7"
格拉斯哥大学金融经济学理学硕士,"天津大学, 金融, 大四，GPA3.09"
南安普顿大学风险与金融理学硕士,"南京财经大学, 信用管理, 大四，GPA82.8"
南安普顿大学物流与供应链分析理学硕士,"上海海事大学, 物流管理, 大四，GPA85.89，雅思7.5"
谢菲尔德大学人力资源管理理学硕士,"澳门城市大学, 工商管理, 大四，GPA3.07"
约克大学经济学与金融理学硕士,"徐州工程学院, 经济学, 已毕业，GPA3.25，雅思7"
布里斯托大学管理学理学硕士（国际业务 ）,"南京财经大学, 信用管理, 大四，GPA82.8"
南安普顿大学物流与供应链分析理学硕士,"吉林大学, 生物制药（商务英语双学位）, 两年工作经验，GPA77.89，雅思7"
诺丁汉大学银行与金融理学硕士,"北京联合大学, 会计, 大四，GPA88.1，雅思6.5"
埃克塞特大学金融与投资理学硕士,"徐州工程学院, 经济学, 已毕业，GPA3.25，雅思7"
华威大学管理学理学硕士,"中国人民大学（苏州）, 金融学, 大四，GPA3.38，雅思7.5，GMAT730"
利兹大学数字信息管理与系统创新理学硕士,"上海财经大学, 工商管理, 工作3年，GPA81"
爱丁堡大学金融计算高级技术理学硕士,"重庆邮电大学, 软件工程（3+1）, 大四，GPA3.5，雅思6.5"
爱丁堡大学金融建模与优化理学硕士,"江苏大学, 统计学, 大四，GPA90.7，雅思6.5"
布里斯托大学经济、金融与管理理学硕士,"华南师范大学, 国际经济与贸易, 大四，GPA87.9，雅思7"
曼彻斯特大学国际时尚营销理学硕士,"北京理工大学珠海学院, 商务英语, 大四，GPA86.66"
谢菲尔德大学信息系统理学硕士,"上海财经大学, 工商管理, 工作3年，GPA81"
南安普顿大学数字战略与信息系统理学硕士,"上海财经大学, 工商管理, 工作三年，GPA81"
谢菲尔德大学信息系统管理理学硕士,"上海财经大学, 工商管理, 工作3年，GPA81"
伦敦大学学院金融数学理学硕士,"吉林大学, 金融数学, 大四，GPA89.65，雅思7.0，GRE324"
伯明翰大学金融数学理学硕士,"华东师范大学, 金工, 大四，GPA81.19，雅思6.5"
华威大学供应链与物流管理理学硕士,"大连海事大学, 交通运输（卓越工程师）, 大四，GPA88.8，雅思6.5"
伯明翰大学营销传播理学硕士,"对外经济贸易大学, 阿拉伯语（经贸方向, 毕业多年，GPA3.2，雅思7.5"
伦敦大学国王学院金融学（资产定价）理学硕士,"不列颠哥伦比亚大学, 经济学, 毕业1年，GPA77.9，GRE314"
杜伦大学市场营销理学硕士,"华南师范大学, 国际经济与贸易, 大四，GPA87.9，雅思7"
伦敦大学玛丽皇后学院公司金融理学硕士,"中央财经大学, 人力资源管理, 2020.06月毕业，GPA85.5"
华威大学国际贸易、策略与运营理学硕士,"华南理工大学, 国际经济与贸易, 大四，GPA3.71，雅思7"
利兹大学人力资源管理文学硕士,"中央财经大学, 人力资源管理, 2020年6月毕业，GPA85.5"
谢菲尔德大学人力资源管理理学硕士,"中南财经政法大学, 人力资源管理, 3年工作经历，GPA81.22，雅思6.5"
曼彻斯特大学发展金融学理学硕士,"对外经济贸易大学, 保险, 大四，GPA86，雅思7.5"
格拉斯哥大学定量金融学理学硕士,"华东师范大学, 金工, 大四，GPA81.19，雅思6.5"
爱丁堡大学金融计算高级技术理学硕士,"陕西师范大学, 计算机科学与技术, 大四，GPA86.8"
南安普顿大学商业分析与管理科学理学硕士,"汕头大学, 金融学, 1.5年工作经验，GPA81.77"
布里斯托大学经济、金融与管理理学硕士,"中国矿业大学（徐州）, 金融, 大四，GPA4.0，雅思6.5"
伯明翰大学金融数学理学硕士,"暨南大学, 信息与计算科学, 大四，GPA2.8"
伯明翰大学管理学理学硕士：运营方向,"首都经济贸易大学, 经济学, 工作1年，GPA85.25"
伯明翰大学金融经济学理学硕士,"中央财经大学, 财政学, 大四，GPA80.3"
伯明翰大学货币、银行与金融理学硕士,"中央财经大学, 人力资源管理, 2020.06月毕业，GPA85.5"
谢菲尔德大学人力资源管理理学硕士,"中央财经大学, 人力资源管理, 2020.06月毕业，GPA85.5"
卡迪夫大学可持续供应链管理理学硕士,"皖江工学院, 港口航道与海岸工程, 大四，GPA80.2"
南安普顿大学人力资源管理理学硕士,"中央财经大学, 人力资源管理, 2020.06月毕业，GPA85.5"
华威大学商业分析理学硕士,"麦克马斯特大学, Bachelor of Commerce, 大四，GPA10.1，GRE317"
曼彻斯特大学政治经济学文学硕士,"中国矿业大学（徐州）, 金融, 大四，GPA4.0，雅思6.5"
伦敦大学国王学院金融数学理学硕士,"中南财经政法大学, 金融数学, 大四，GPA86.55，雅思7.5，GRE322"
曼彻斯特大学经济学文学硕士,"华南理工大学, 国际经济与贸易, 大四，GPA3.71，雅思7"
埃克塞特大学国际供应链管理理学硕士,"皖江工学院, 港口航道与海岸工程, 已毕业，GPA80.2"
伦敦大学玛丽皇后学院银行与金融学理学硕士,"曼彻斯特大学, 数学（数学金融）, 大四，GPA52.54"
伦敦大学学院金融风险管理理学硕士,"复旦大学, 财务管理, 大四，GPA3.44，雅思7.0，GMAT710"
伦敦政治经济学院会计、组织与机构理学硕士,"复旦大学, 会计, 大四，GPA3.47，雅思7.5，GMAT660"
利兹大学全球供应链管理理学硕士,"海南大学, 交通运输, 大四，GPA84.18"
利兹大学商业分析和决策科学理学硕士,"暨南大学, 数学与应用数学, 大四，GPA3.12"
南安普顿大学市场营销分析理学硕士,"暨南大学, 数学与应用数学, 大四，GPA3.12"
南安普顿大学风险与金融理学硕士,"郑州轻工业大学, 工业设计, 7年工作经验，GPA3.35"
南安普顿大学会计与管理理学硕士,"首都经济贸易大学, 经济学, 一年工作经验，GPA85.25"
