school,applicant,gpa,gpa_normalized,applicant_school,is_chinese_undergrad,is_985,is_211,is_zhuanke,is_minban,is_heban,is_top_100_qs,fn
伊利诺伊大学香槟分校信息管理硕士offer一枚,"卡拉马祖学院, 计算机科学与数学与经济学, 毕业2年，GPA3.76，托福106，GRE319",95.19999999999999,1.6521536038002929,卡拉马祖学院,0,0,0,0,0,0,0,美国_商科_applicants.csv
波士顿学院金融硕士offer一枚,"北京师范大学珠海分校+墨尔本大学, 国际金融, 大四，GPA89，雅思8，GMAT750",89.0,0.6535103043113937,北京师范大学珠海分校+墨尔本大学,1,1,1,0,1,0,1,美国_商科_applicants.csv
明尼苏达大学双城分校会计硕士offer一枚,"长春工业大学, 会计学, 大四，GPA3.26，雅思7，GMAT600",85.19999999999999,0.04143860462464617,长春工业大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
密歇根大学安娜堡分校定量金融与风险管理硕士offer一枚,"武汉大学, 数理经济, 大四，GPA3.6，托福97，GRE321",92.0,1.1367248040640876,武汉大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
约翰霍普金斯大学金融硕士offer一枚,"北京交通大学, 会计学, 大四，GPA3.52，托福104，GRE323",90.39999999999999,0.8790104041959829,北京交通大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
密歇根大学安娜堡分校定量金融与风险管理硕士offer一枚,"北京航空航天大学, 数学与应用数学, 大四，GPA88.2，雅思7.5，GRE326",88.2,0.5246531043773425,北京航空航天大学,1,1,1,0,1,0,0,美国_商科_applicants.csv
圣路易斯华盛顿大学金融硕士offer一枚,"北京交通大学, 会计学, 大四，GPA3.52，托福104，GRE323",90.39999999999999,0.8790104041959829,北京交通大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
福特汉姆大学定量金融理学硕士offer一枚,"上海对外经贸大学, 金融学（全英语实验班）, 大四，GPA3.64，托福103，GRE323",92.80000000000001,1.2655820039981414,上海对外经贸大学,1,0,0,0,0,0,0,美国_商科_applicants.csv
东北大学金融硕士offer一枚,"北京师范大学-香港浸会大学联合国际学院, 应用经济学, 大四，GPA3.76，雅思7.5，GMAT660",95.19999999999999,1.6521536038002929,北京师范大学-香港浸会大学联合国际学院,1,1,1,0,0,1,0,美国_商科_applicants.csv
罗切斯特大学金融硕士offer一枚,"北京师范大学珠海分校, 国际金融, 大四，GPA89，雅思8，GMAT750",89.0,0.6535103043113937,北京师范大学珠海分校,1,1,1,0,1,0,0,美国_商科_applicants.csv
纽约州立大学石溪分校金融理学硕士offer一枚,"香港中文大学深圳, 金融, 大四，GPA2.7，雅思7.5，GMAT630",74.0,-1.7625621944520762,香港中文大学深圳,0,0,0,0,0,0,1,美国_商科_applicants.csv
圣路易斯华盛顿大学信息系统管理硕士offer一枚,"卡拉马祖学院, 计算机科学与数学与经济学, 毕业2年，GPA3.76，托福106，GRE319",95.19999999999999,1.6521536038002929,卡拉马祖学院,0,0,0,0,0,0,0,美国_商科_applicants.csv
约翰霍普金斯大学金融硕士offer一枚,"北京师范大学珠海分校, 国际金融, 大四，GPA89，雅思8，GMAT750",89.0,0.6535103043113937,北京师范大学珠海分校,1,1,1,0,1,0,0,美国_商科_applicants.csv
约翰霍普金斯大学信息系统硕士offer一枚,"卡拉马祖学院, 计算机科学与数学与经济学, 毕业2年，GPA3.76，托福106，GRE319",95.19999999999999,1.6521536038002929,卡拉马祖学院,0,0,0,0,0,0,0,美国_商科_applicants.csv
约翰霍普金斯大学金融硕士offer一枚,"北京师范大学-香港浸会大学联合国际学院, 应用经济学, 大四，GPA3.76，雅思7.5，GMAT660",95.19999999999999,1.6521536038002929,北京师范大学-香港浸会大学联合国际学院,1,1,1,0,0,1,0,美国_商科_applicants.csv
约翰霍普金斯大学金融硕士offer一枚,"广东外语外贸, 金融学, 大四，GPA3.71，雅思7，GRE320",94.2,1.4910821038827304,广东外语外贸,1,0,0,0,1,0,0,美国_商科_applicants.csv
约翰霍普金斯大学金融硕士offer一枚,"北京工业大学, 环境工程, 大四，GPA83.58，雅思7.5，GRE321",83.58,-0.21949722524180704,北京工业大学,1,1,1,0,1,0,0,美国_商科_applicants.csv
康奈尔大学工程硕士金工方向offer一枚,"武汉大学, 数理金融, 大四，GPA3.86，托福103，GRE323",97.19999999999999,1.9742966036354221,武汉大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
匹兹堡大学信息科学硕士offer一枚,"卡拉马祖学院, 计算机科学与数学与经济学, 毕业2年，GPA3.76，托福106，GRE319",95.19999999999999,1.6521536038002929,卡拉马祖学院,0,0,0,0,0,0,0,美国_商科_applicants.csv
迈阿密大学会计硕士offer一枚,"长春工业大学, 会计学, 大四，GPA3.26，雅思7",85.19999999999999,0.04143860462464617,长春工业大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
约翰霍普金斯大学金融数学硕士offer一枚,"北京航空航天大学, 数学与应用数学, 大四，GPA88.2，雅思7.5，GRE326",88.2,0.5246531043773425,北京航空航天大学,1,1,1,0,1,0,0,美国_商科_applicants.csv
伊利诺伊大学香槟分校金融工程硕士offer一枚,"广东外语外贸, 金融学, 大四，GPA3.71，雅思7，GRE320",94.2,1.4910821038827304,广东外语外贸,1,0,0,0,1,0,0,美国_商科_applicants.csv
罗切斯特大学商业分析硕士offer一枚,"北京师范大学-香港浸会大学联合国际学院, 应用经济学, 大四，GPA3.76，雅思7.5，GMAT660",95.19999999999999,1.6521536038002929,北京师范大学-香港浸会大学联合国际学院,1,1,1,0,0,1,0,美国_商科_applicants.csv
威斯康星大学麦迪逊分校农业应用经济学理学硕士?offer一枚,"南京审计大学, 会计学, 大四，GPA84，雅思7，GRE308",84.0,-0.1518471952764296,南京审计大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
布兰迪斯大学商业分析硕士offer一枚,"对外经济贸易大学, 国际经济与贸易, 大四，GPA85，雅思8，GRE330+4",85.0,0.00922430464113507,对外经济贸易大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
雪城大学信息管理理学硕士offer一枚,"南京农业大学, 信息管理与信息系统, 大四，GPA85.78，托福93，GRE317",85.78,0.1348600745768357,南京农业大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
东北大学信息系统硕士offer一枚,"南京农业大学, 信息管理与信息系统, 大四，GPA85.78，托福93，GRE317",85.78,0.1348600745768357,南京农业大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
美利坚大学市场营销理学硕士offer一枚,"威顿学院, 商务管理, 大四，GPA3.43，GRE303",88.6,0.5890817043443669,威顿学院,0,0,0,0,0,0,0,美国_商科_applicants.csv
南加州大学金融工程硕士offer一枚,"广东外语外贸, 金融学, 大四，GPA3.71，雅思7，GRE320",94.2,1.4910821038827304,广东外语外贸,1,0,0,0,1,0,0,美国_商科_applicants.csv
纽约大学金融工程硕士offer一枚,"中南财经政法大学, 金融工程, 大四，GPA91.57，托福106，GRE326",91.57,1.067464059099534,中南财经政法大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
杜兰大学金融硕士offer一枚,"北京师范大学-香港浸会大学联合国际学院, 应用经济学, 大四，GPA3.76，雅思7.5，GMAT660",95.19999999999999,1.6521536038002929,北京师范大学-香港浸会大学联合国际学院,1,1,1,0,0,1,0,美国_商科_applicants.csv
乔治城大学分析学理学硕士offer一枚,"对外经济贸易大学, 国际经济与贸易, 大四，GPA85，雅思8，GRE330+4",85.0,0.00922430464113507,对外经济贸易大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
加州大学圣地亚哥分校金融硕士offer一枚,"苏州大学, 金融, 大四，GPA3.9，雅思7.5，GMAT700",98.0,2.1031538035694757,苏州大学,1,0,1,0,1,0,0,美国_商科_applicants.csv
伍斯特理工学院金融数学专业理学硕士offer一枚,"上海对外经贸大学, 金融学（全英语实验班）, 大四，GPA3.64，托福103，GRE323",92.80000000000001,1.2655820039981414,上海对外经贸大学,1,0,0,0,0,0,0,美国_商科_applicants.csv
罗切斯特大学金融硕士offer一枚,"西北工业大学, 国际经济与贸易, 大四，GPA88.16，雅思7.5，GMAT690",88.16,0.5182102443806389,西北工业大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
约翰霍普金斯大学金融硕士offer一枚,"西北工业大学, 国际经济与贸易, 大四，GPA88.16，雅思7.5，GMAT690",88.16,0.5182102443806389,西北工业大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
波士顿学院应用经济学理学硕士offer一枚,"北京工商大学, 金融, 19年毕业，GPA89，托福90，GRE317",89.0,0.6535103043113937,北京工商大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
圣路易斯华盛顿大学商业分析硕士offer一枚,"对外经济贸易大学, 国际经济与贸易, 大四，GPA85，雅思8，GRE330+4",85.0,0.00922430464113507,对外经济贸易大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
罗切斯特大学商业分析硕士offer一枚,"对外经济贸易大学, 国际经济与贸易, 大四，GPA85，雅思8，GRE330+4",85.0,0.00922430464113507,对外经济贸易大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
维克森林大学商业分析硕士offer一枚,"对外经济贸易大学, 国际经济与贸易, 大四，GPA85，雅思8，GRE330+4",85.0,0.00922430464113507,对外经济贸易大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
福特汉姆大学经济学文学硕士offer一枚,"北京工商大学, 金融, 19年毕业，GPA89，托福90，GRE317",89.0,0.6535103043113937,北京工商大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
维克森林大学商业分析硕士offer一枚,"西北工业大学, 国际经济与贸易, 大四，GPA88.16，雅思7.5，GMAT690",88.16,0.5182102443806389,西北工业大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
波士顿大学经济学硕士offer一枚,"北京工商大学, 金融, 19年毕业，GPA89，托福90，GRE317",89.0,0.6535103043113937,北京工商大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
乔治华盛顿大学应用经济学文学硕士offer一枚,"北京工商大学, 金融, 19年毕业，GPA89，托福90，GRE317",89.0,0.6535103043113937,北京工商大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
福特汉姆大学定量金融理学硕士offer一枚,"武汉大学, 金融数学, 大四，GPA3.77，托福104，GRE329",95.39999999999999,1.6843679037838062,武汉大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
罗切斯特大学金融硕士offer一枚,"江西财经大学, 金融, 大四，GPA87，雅思7.5，GMAT720",87.0,0.3313673044762644,江西财经大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
纽约大学整合营销硕士offer一枚,"中国石油大学（华东）, 国际经济与贸易, 大四，GPA85，雅思7，GRE318",85.0,0.00922430464113507,中国石油大学（华东）,1,0,1,0,0,0,0,美国_商科_applicants.csv
波士顿学院金融硕士offer一枚,"上海交通大学, 金融学, 大四，GPA88.5，托福107，GMAT740",88.5,0.5729745543526114,上海交通大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
哥伦比亚大学金融数学硕士offer一枚,"对外经济贸易大学, 金融工程, 大四，GPA3.59，托福108，GRE332",91.8,1.1045105040805743,对外经济贸易大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
匹兹堡大学信息科学硕士offer一枚,"河海大学, 信息管理与信息系统, 大四，GPA83.6，托福86，GRE317",83.6,-0.21627579524345636,河海大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
波士顿大学数学金融理学硕士offer一枚,"武汉大学, 金融数学, 大四，GPA3.77，托福104，GRE329",95.39999999999999,1.6843679037838062,武汉大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
福特汉姆大学定量金融理学硕士offer一枚,"江西财经大学, 金融, 大四，GPA87，雅思7.5，GMAT720",87.0,0.3313673044762644,江西财经大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
哥伦比亚大学企业风险管理硕士offer一枚,"湖南大学, 建筑环境与能源应用工程专业（采暖通风）, 大四，GPA88，雅思7.0，GRE324",88.0,0.49243880439382903,湖南大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
约翰霍普金斯大学房地产和基础设施硕士offer一枚,"湖南大学, 建筑环境与能源应用工程专业（采暖通风）, 大四，GPA88，雅思7.0，GRE324",88.0,0.49243880439382903,湖南大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
杜兰大学金融硕士offer一枚,"江西财经大学, 金融, 大四，GPA87，雅思7.5，GMAT720",87.0,0.3313673044762644,江西财经大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
布兰迪斯大学金融硕士offer一枚,"江西财经大学, 金融, 大四，GPA87，雅思7.5，GMAT720",87.0,0.3313673044762644,江西财经大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
布兰迪斯大学金融硕士offer一枚,"上海交通大学, 金融学, 大四，GPA88.5，托福107，GMAT740",88.5,0.5729745543526114,上海交通大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
伊利诺伊大学香槟分校政策经济学硕士offer一枚,"中国石油大学（华东）, 国际经济与贸易, 大四，GPA85，雅思7，GRE318",85.0,0.00922430464113507,中国石油大学（华东）,1,0,1,0,0,0,0,美国_商科_applicants.csv
亚利桑那州立大学商业分析理学硕士,"中国民航大学, 交通工程, 大四，GPA84.9，托福89，GRE321",84.9,-0.006882845350620481,中国民航大学,1,0,0,0,0,0,0,美国_商科_applicants.csv
约翰霍普金斯大学金融硕士offer一枚,"江西财经大学, 金融, 大四，GPA87，雅思7.5，GMAT720",87.0,0.3313673044762644,江西财经大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
纽约大学金融数学硕士offer一枚,"纽约大学, 数学与经济, 大四，GPA3.86，GRE330",97.19999999999999,1.9742966036354221,纽约大学,1,0,0,0,0,1,1,美国_商科_applicants.csv
斯蒂文斯理工学院信息系统硕士offer一枚,"河海大学, 信息管理与信息系统, 大四，GPA83.6，托福86，GRE317",83.6,-0.21627579524345636,河海大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
波士顿大学全球发展经济学硕士offer一枚,"中国石油大学（华东）, 国际经济与贸易, 大四，GPA85，雅思7，GRE318",85.0,0.00922430464113507,中国石油大学（华东）,1,0,1,0,0,0,0,美国_商科_applicants.csv
乔治华盛顿大学应用经济学文学硕士offer一枚,"中国石油大学（华东）, 国际经济与贸易, 大四，GPA85，雅思7，GRE318",85.0,0.00922430464113507,中国石油大学（华东）,1,0,1,0,0,0,0,美国_商科_applicants.csv
德州大学达拉斯分校金融硕士offer一枚,"北京航空航天大学, 应用数学, 1年工作经验，GPA72，托福93，GRE313",72.0,-2.0847051942872055,北京航空航天大学,1,1,1,0,1,0,0,美国_商科_applicants.csv
南加州大学全球供应链管理理学硕士offer一枚,"南开大学, 物流管理, 大四，GPA89，雅思7.5，GMAT740",89.0,0.6535103043113937,南开大学,1,1,1,0,1,0,0,美国_商科_applicants.csv
东北大学信息系统硕士offer一枚,"河海大学, 信息管理与信息系统, 大四，GPA83.6，托福86，GRE317",83.6,-0.21627579524345636,河海大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
哥伦比亚大学金融数学硕士offer一枚,"纽约大学, 数学与经济, 大四，GPA3.86，GRE330",97.19999999999999,1.9742966036354221,纽约大学,1,0,0,0,0,1,1,美国_商科_applicants.csv
俄亥俄州立大学物流工程商业硕士offer一枚,"南开大学, 物流管理, 大四，GPA89，雅思7.5，GMAT740",89.0,0.6535103043113937,南开大学,1,1,1,0,1,0,0,美国_商科_applicants.csv
纽约大学金融工程硕士offer一枚,"武汉大学, 金融数学, 大四，GPA3.77，托福104，GRE329",95.39999999999999,1.6843679037838062,武汉大学,1,1,1,0,0,0,0,美国_商科_applicants.csv
伦斯勒理工学院供应链管理理学硕士 offer一枚,"南开大学, 物流管理, 大四，GPA89，雅思7.5，GMAT740",89.0,0.6535103043113937,南开大学,1,1,1,0,1,0,0,美国_商科_applicants.csv
南加州大学金融工程硕士offer一枚,"纽约大学, 数学与经济, 大四，GPA3.86，GRE330",97.19999999999999,1.9742966036354221,纽约大学,1,0,0,0,0,1,1,美国_商科_applicants.csv
康奈尔大学工程硕士金工方向offer一枚,"纽约大学, 数学与经济, 大四，GPA3.86，GRE330",97.19999999999999,1.9742966036354221,纽约大学,1,0,0,0,0,1,1,美国_商科_applicants.csv
纽约大学金融工程硕士offer一枚,"纽约大学, 数学与经济, 大四，GPA3.86，GRE330",97.19999999999999,1.9742966036354221,纽约大学,1,0,0,0,0,1,1,美国_商科_applicants.csv
纽约大学整合营销硕士offer一枚,"波士顿大学, 经济, 大四，GPA3.35，GRE318",87.0,0.3313673044762644,波士顿大学,0,0,0,0,0,0,0,美国_商科_applicants.csv
芝加哥大学金融数学硕士研究生录取一枚,"对外经济贸易大学, 精算与风险管理, GPA 90， 托福107， GRE 330",90.0,0.8145818042289584,对外经济贸易大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
哥伦比亚大学金融工程硕士,"对外经济贸易大学, 精算与风险管理, GPA 90， 托福107， GRE 330",90.0,0.8145818042289584,对外经济贸易大学,1,0,1,0,0,0,0,美国_商科_applicants.csv
哥伦比亚大学金融工程理学硕士,"南京大学, 金融工程, 已毕业，GPA88，托福107，GRE327",88.0,0.49243880439382903,南京大学,1,1,1,0,1,0,0,美国_商科_applicants.csv
布兰迪斯大学金融硕士offer一枚,"天津财经大学, 金融学, 大四，GPA90，雅思7，GMAT710",90.0,0.8145818042289584,天津财经大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
约翰霍普金斯大学市场营销硕士offer一枚,"波士顿大学, 经济, 大四，GPA3.35，GRE318",87.0,0.3313673044762644,波士顿大学,0,0,0,0,0,0,0,美国_商科_applicants.csv
福特汉姆大学会计硕士offer一枚,"湖南财政经济学院, 财务管理, 大四，GPA84，雅思7，GMAT710",84.0,-0.1518471952764296,湖南财政经济学院,1,0,0,0,0,0,0,美国_商科_applicants.csv
乔治华盛顿大学会计硕士 offer一枚,"湖南财政经济学院, 财务管理, 大四，GPA84，雅思7，GMAT710",84.0,-0.1518471952764296,湖南财政经济学院,1,0,0,0,0,0,0,美国_商科_applicants.csv
圣路易斯华盛顿大学会计硕士offer一枚,"湖南财政经济学院, 财务管理, 大四，GPA84，雅思7，GMAT710",84.0,-0.1518471952764296,湖南财政经济学院,1,0,0,0,0,0,0,美国_商科_applicants.csv
丹佛大学会计硕士offer一枚,"湖南财政经济学院, 财务管理, 大四，GPA84，雅思7，GMAT710",84.0,-0.1518471952764296,湖南财政经济学院,1,0,0,0,0,0,0,美国_商科_applicants.csv
罗切斯特大学商业分析硕士offer一枚,"广东外语外贸大学, 国际经济与贸易, 大四，GPA88，托福105，GMAT 700",88.0,0.49243880439382903,广东外语外贸大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
杜兰大学金融硕士offer一枚,"广东外语外贸大学, 国际经济与贸易, 大四，GPA88，托福105，GMAT 700",88.0,0.49243880439382903,广东外语外贸大学,1,0,0,0,1,0,0,美国_商科_applicants.csv
南洋理工大学金融科技理学硕士（数字金融服务）,"北京大学, 金融学, 已毕业，GPA3.5，托福99",90.0,0.8145818042289584,北京大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
南洋理工大学管理经济学理学硕士（英文授课）,"上海交通大学, 经济学, 已毕业，GPA86，雅思7",86.0,0.17029580455869972,上海交通大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
南洋理工大学应用经济学理学硕士,"对外经济贸易大学, 金融, 大四，GPA88.5，雅思7.5",88.5,0.5729745543526114,对外经济贸易大学,1,0,1,0,0,0,0,新加坡_商科_applicants.csv
南洋理工大学应用经济学理学硕士,"中国人民大学, 金融学, 大四，GPA86，雅思7，无",86.0,0.17029580455869972,中国人民大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学战略分析与创新理学硕士,"悉尼大学, commerce, 大四，GPA70，无",70.0,-2.4068481941223347,悉尼大学,0,0,0,0,0,0,1,新加坡_商科_applicants.csv
新加坡国立大学定量金融理学硕士（新加坡国立大学-上海交通大学合办）,"西南财经大学, 金融学（金融与人工智能实验班）, 大四，GPA86，雅思:7.5(L:8/R:8.5/W:7/S:5.5)，GMAT:680",86.0,0.17029580455869972,西南财经大学,1,0,1,0,1,0,0,新加坡_商科_applicants.csv
新加坡国立大学人力资本管理与分析理学硕士,"中国人民大学, 人力资源管理, 大四，GPA86.64，雅思7，GRE320",86.64,0.2733815645059412,中国人民大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学会计学理学硕士,"西交利物浦大学, 会计学, 大四，GPA75，雅思7（6）",75.0,-1.6014906945345115,西交利物浦大学,1,0,0,0,0,1,0,新加坡_商科_applicants.csv
新加坡国立大学可持续与绿色金融理学硕士,"香港中文大学（深圳）, 统计学, 大四，GPA3.41，雅思7",88.2,0.5246531043773425,香港中文大学（深圳）,1,0,0,0,0,1,1,新加坡_商科_applicants.csv
新加坡国立大学会计学理学硕士,"深圳大学, 会计学, 大四，GPA88.5，雅思:7.5(L:8.5/R:8.5/W:6.5/S:6.5)，GRE:325",88.5,0.5729745543526114,深圳大学,1,0,0,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学定量金融理学硕士,"北京大学, 金融学, 已毕业，GPA3.5，托福99",90.0,0.8145818042289584,北京大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学定量金融理学硕士,"中央财经大学, 数学与应用数学, 已毕业，GPA85，雅思:6.5(L:6/R:8.5/W:6/S:5)",85.0,0.00922430464113507,中央财经大学,1,0,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学定量金融理学硕士,"对外经济贸易大学, 金融工程, 大四，GPA89.18，雅思6.5",89.18,0.6825031742965565,对外经济贸易大学,1,0,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学市场营销分析与洞察理学硕士,"同济大学, 市场营销, 大四，GPA91.4，雅思:7.5(L:8.5/R:9/W:6.5/S:6)",91.4,1.0400819041135498,同济大学,1,1,1,0,1,0,0,新加坡_商科_applicants.csv
新加坡国立大学市场营销分析与洞察理学硕士,"温州肯恩大学, 市场营销, 大四，GPA3.93，雅思7.5",98.6,2.1997967035200134,温州肯恩大学,1,0,0,0,0,1,0,新加坡_商科_applicants.csv
新加坡国立大学定量金融理学硕士,"对外经济贸易大学, 精算学, 大四，GPA86.24，雅思7.5",86.24,0.20895296453891443,对外经济贸易大学,1,0,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学定量金融理学硕士,"南京大学, 统计学, 已毕业，GPA4.19，雅思7.0",103.80000000000001,3.0373685030913524,南京大学,1,1,1,0,1,0,0,新加坡_商科_applicants.csv
新加坡国立大学定量金融,"南京大学, 金融工程, 大四，GPA88，雅思:6.5(L:5.5/R:7.0/W:6.5/S:6.0) 托福:，GRE: GMAT:600",88.0,0.49243880439382903,南京大学,1,1,1,0,1,0,0,新加坡_商科_applicants.csv
新加坡国立大学企业商业分析科技硕士,"华南理工大学, 数学与应用数学（统计学）, 大四，GPA83.3，雅思7，GRE316",83.3,-0.2645972452187253,华南理工大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学企业商业分析科技硕士,"澳门科技大学, 商业分析, 已毕业，GPA3.6，雅思7",92.0,1.1367248040640876,澳门科技大学,0,0,0,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学企业商业分析科技硕士,"华东师范大学, 信息管理与信息系统, 已毕业，GPA84.14，雅思7（6），GMAT700",84.14,-0.12929718528797043,华东师范大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
南洋理工大学管理经济学理学硕士（英文授课）,"北京航空航天大学, 经济统计学, 大四，GPA87.76，雅思7.0",87.76,0.45378164441361435,北京航空航天大学,1,1,1,0,1,0,0,新加坡_商科_applicants.csv
新加坡国立大学金融工程,"吉林大学, 金融数学, 大四，GPA3.8，雅思7.0",96.0,1.7810108037343464,吉林大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学金融工程,"多伦多大学, 数学统计, 大四，GPA3.84，免，GRE333",96.8,1.9098680036683977,多伦多大学,0,0,0,0,0,0,0,新加坡_商科_applicants.csv
南洋理工大学管理经济学理学硕士（英文授课）,"清华大学, 工业工程, 大四，GPA3.23，TOEFL: 106",84.60000000000001,-0.05520429532588942,清华大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学金融工程,"香港城市大学, 商业分析+金融, 大四，GPA3.89，雅思7",97.80000000000001,2.0709395035859646,香港城市大学,0,0,0,0,0,0,1,新加坡_商科_applicants.csv
南洋理工大学管理经济学理学硕士（英文授课）,"上海交通大学, 金融学, 已毕业，GPA83，托福105，GRE323",83.0,-0.31291869519399423,上海交通大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
南洋理工大学管理经济学理学硕士（英文授课）,"中国农业大学, 金融学, 大四，GPA87.2，雅思:7(L:6.5/R:7.5/W:6.5/S:6.5)",87.2,0.3635816044597778,中国农业大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
南洋理工大学管理经济学理学硕士（英文授课）,"西南财经大学, 金融, 大四，GPA3.8，雅思7",96.0,1.7810108037343464,西南财经大学,1,0,1,0,1,0,0,新加坡_商科_applicants.csv
南洋理工大学管理经济学理学硕士（英文授课）,"吉林大学, 经济学, 大四，GPA89.1，雅思6.5",89.1,0.6696174543031492,吉林大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
南洋理工大学科技创业与创新理学硕士（中文授课）,"华中科技大学, 法学, 三年以上工作经验，GPA79.25，无",79.25,-0.9169368198848618,华中科技大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
南洋理工大学科技创业与创新理学硕士（中文授课）,"清华大学, 材料科学与工程, 两年工作经验，GPA2.53，无",70.6,-2.310205294171797,清华大学,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学风险企业创业理学硕士,"华南师范大学, 传播学, 大四，GPA3.46，雅思6.5",89.2,0.6857246042949071,华南师范大学,1,0,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学风险企业创业理学硕士,"上海大学, 信息管理与信息系统, 大四，GPA87.5，雅思7",87.5,0.4119030544350467,上海大学,1,0,1,0,0,0,0,新加坡_商科_applicants.csv
南洋理工大学金融学理学硕士,"中国人民大学（苏州）, 金融学, 大四，GPA88.6，雅思:7.5(L:8.0/R:8.5/W:6.5/S:6.5)，GMAT:720",88.6,0.5890817043443669,中国人民大学（苏州）,1,1,1,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学工商管理学硕士,"UCI, Business Econ, 三年工作经验，GPA3.3，/，GRE332",86.0,0.17029580455869972,UCI,0,0,0,0,0,0,0,新加坡_商科_applicants.csv
新加坡管理大学财富管理,"南京理工大学, 软件工程, 三年以上工作经验，GPA78，雅思7",78.0,-1.1182761947818176,南京理工大学,1,1,1,0,1,0,0,新加坡_商科_applicants.csv
新加坡国立大学供应链管理理学硕士,"上海海事大学, 交通管理, 大四，GPA89.2，雅思6.5",89.2,0.6857246042949071,上海海事大学,1,0,0,0,0,0,0,新加坡_商科_applicants.csv
新加坡国立大学供应链管理理学硕士,"苏州大学, 物流管理, 大四，GPA90，雅思6.5",90.0,0.8145818042289584,苏州大学,1,0,1,0,1,0,0,新加坡_商科_applicants.csv
新加坡国立大学供应链管理理学硕士,"苏州大学, 物流管理, 大四，GPA90.09，雅思:6.5(L:7.0/R:6.5/W:6.0/S:6.0)",90.09,0.8290782392215398,苏州大学,1,0,1,0,1,0,0,新加坡_商科_applicants.csv
新加坡国立大学供应链管理理学硕士,"苏州大学, 物流管理, 大四，GPA89，雅思6.5",89.0,0.6535103043113937,苏州大学,1,0,1,0,1,0,0,新加坡_商科_applicants.csv
