school,applicant
芝加哥大学金融数学硕士研究生录取一枚,"对外经济贸易大学, 精算与风险管理, GPA 90， 托福107， GRE 330"
哥伦比亚大学金融工程硕士,"对外经济贸易大学, 精算与风险管理, GPA 90， 托福107， GRE 330"
哥伦比亚大学金融工程理学硕士,"南京大学, 金融工程, 已毕业，GPA88，托福107，GRE327"
布兰迪斯大学金融硕士offer一枚,"天津财经大学, 金融学, 大四，GPA90，雅思7，GMAT710"
约翰霍普金斯大学市场营销硕士offer一枚,"波士顿大学, 经济, 大四，GPA3.35，GRE318"
福特汉姆大学会计硕士offer一枚,"湖南财政经济学院, 财务管理, 大四，GPA84，雅思7，GMAT710"
乔治华盛顿大学会计硕士 offer一枚,"湖南财政经济学院, 财务管理, 大四，GPA84，雅思7，GMAT710"
圣路易斯华盛顿大学会计硕士offer一枚,"湖南财政经济学院, 财务管理, 大四，GPA84，雅思7，GMAT710"
丹佛大学会计硕士offer一枚,"湖南财政经济学院, 财务管理, 大四，GPA84，雅思7，GMAT710"
罗切斯特大学商业分析硕士offer一枚,"广东外语外贸大学, 国际经济与贸易, 大四，GPA88，托福105，GMAT 700"
杜兰大学金融硕士offer一枚,"广东外语外贸大学, 国际经济与贸易, 大四，GPA88，托福105，GMAT 700"
